House or Senate,Date,Time Convened,Time Adjourned,Time in Session (minutes),"Working Day? (x = working day, pf = pro forma, NS = not in session)",Scraped adjournment string,url,Time in Session,Working Day?
Senate,4/25/22,15:00PM,18:51PM,231,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:51 p.m. until 10 a.m. on Tuesday April 26 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/4/25/daily-digest,,
House,4/25/22,12:30PM,12:33PM,3,pf,Adjournment: The House met at 12:30 p.m. and adjourned at 12:33 p.m.   ,https://www.congress.gov/congressional-record/2022/4/25/daily-digest,,
Senate,4/26/22,10:00AM,18:38PM,518,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:38 p.m. until 2 p.m. on Wednesday April 27 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on page S,https://www.congress.gov/congressional-record/2022/4/26/daily-digest,,
House,4/26/22,14:00PM,20:11PM,371,x,Adjournment: The House met at 2 p.m. and adjourned at 8:11 p.m. ,https://www.congress.gov/congressional-record/2022/4/26/daily-digest,,
Senate,4/27/22,14:00PM,21:11PM,431,x,Adjournment: Senate convened at 2 p.m. and adjourned at 9:11 p.m. until 10 a.m. on Thursday April 28 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/4/27/daily-digest,,
House,4/27/22,10:00AM,20:00PM,600,x,Adjournment: The House met at 10 a.m. and adjourned at 8 p.m. ,https://www.congress.gov/congressional-record/2022/4/27/daily-digest,,
Senate,4/28/22,10:00AM,16:05PM,365,x,Adjournment: Senate convened at 10 a.m. and adjourned at 4:05 p.m. until 3 p.m. on Monday May 2 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/4/28/daily-digest,,
House,4/28/22,10:00AM,17:12PM,432,x,Adjournment: The House met at 10 a.m. and adjourned at 5:12 p.m.   ,https://www.congress.gov/congressional-record/2022/4/28/daily-digest,,
Senate,4/29/22,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday May 2 2022.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/4/29/daily-digest,,
House,4/29/22,10:30AM,10:33AM,3,pf,Adjournment: The House met at 10:30 a.m. and adjourned at 10:33 a.m.  ,https://www.congress.gov/congressional-record/2022/4/29/daily-digest,,
Senate,5/2/22,15:00PM,18:51PM,231,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:51 p.m. until 10 a.m. on Tuesday May 3 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/2/daily-digest,,
House,5/2/22,,,,NS,The House was not in session today. The House is scheduled to meet at 10 a.m. on Tuesday May 3 2022.No hearings were held. ,https://www.congress.gov/congressional-record/2022/5/2/daily-digest,,
Senate,5/3/22,10:00AM,19:37PM,577,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:37 p.m. until 10:00 a.m. on Wednesday May 4 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/3/daily-digest,,
House,5/3/22,10:00AM,10:03AM,3,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:03 a.m. ,https://www.congress.gov/congressional-record/2022/5/3/daily-digest,,
Senate,5/4/22,10:00AM,22:13PM,733,x,Adjournment: Senate convened at 10 a.m. and adjourned at 10:13 p.m. until 11 a.m. on Thursday May 5 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/4/daily-digest,,
House,5/4/22,,,,NS,The House was not in session today. The House is scheduled to meet at 10 a.m. on Friday May 6 2022.No hearings were held.,https://www.congress.gov/congressional-record/2022/5/4/daily-digest,,
Senate,5/5/22,,,,NS,The House was not in session today. The House is scheduled to meet at 10 a.m. on Friday May 6 2022.,https://www.congress.gov/congressional-record/2022/5/5/daily-digest,,
House,5/5/22,,,,NS,The House was not in session today. The House is scheduled to meet at 10 a.m. on Friday May 6 2022.No hearings were held.,https://www.congress.gov/congressional-record/2022/5/5/daily-digest,,
Senate,5/6/22,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday May 9 2022.â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/5/6/daily-digest,,
House,5/6/22,10:00AM,10:03AM,3,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:03 a.m.,https://www.congress.gov/congressional-record/2022/5/6/daily-digest,,
Senate,5/9/22,15:00PM,19:03PM,243,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:03 p.m. until 10 a.m. on Tuesday May 10 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/9/daily-digest,,
House,5/9/22,,,,NS,The House was not in session today. The House is scheduled to meet at 2 p.m. on Tuesday May 10 2022.No hearings were held.,https://www.congress.gov/congressional-record/2022/5/9/daily-digest,,
Senate,5/10/22,10:00,20:47,10:47,x,,https://www.congress.gov/congressional-record/2022/5/10/daily-digest,,
House,5/10/22,14:00PM,23:08PM,548,x,Adjournment: The House met at 2 p.m. and adjourned at 11:08 p.m. ,https://www.congress.gov/congressional-record/2022/5/10/daily-digest,,
Senate,5/11/22,10:00,20:25,10:25,x,,https://www.congress.gov/congressional-record/2022/5/11/daily-digest,,
House,5/11/22,10:00,20:35,10:35,x,,https://www.congress.gov/congressional-record/2022/5/11/daily-digest,,
Senate,5/12/22,10:00AM,17:22PM,442,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:22 p.m. until 3 p.m. on Monday May 16 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/12/daily-digest,,
House,5/12/22,10:00AM,19:09PM,549,x,Adjournment: The House met at 10 a.m. and adjourned at 7:09 p.m.   ,https://www.congress.gov/congressional-record/2022/5/12/daily-digest,,
Senate,5/13/22,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday May 16 2022.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/5/13/daily-digest,,
House,5/13/22,09:00AM,14:47PM,347,x,Adjournment: The House met at 9 a.m. and adjourned at 2:47 p.m.  ,https://www.congress.gov/congressional-record/2022/5/13/daily-digest,,
Senate,5/16/22,15:00PM,19:24PM,264,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:24 p.m. until 2:30 p.m. on Tuesday May 17 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/16/daily-digest,,
House,5/16/22,12:00PM,19:56PM,476,x,Adjournment: The House met at 12 p.m. and adjourned at 7:56 p.m. ,https://www.congress.gov/congressional-record/2022/5/16/daily-digest,,
Senate,5/17/22,14:30PM,20:00PM,330,x,Adjournment: Senate convened at 2:30 p.m. and recessed at 8 p.m. until 10 a.m. on Wednesday May 18 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/17/daily-digest,,
House,5/17/22,09:00AM,22:00PM,780,x,Adjournment: The House met at 9 a.m. and adjourned at 10 p.m.   ,https://www.congress.gov/congressional-record/2022/5/17/daily-digest,,
Senate,5/18/22,10:00,21:34,11:34,x,,https://www.congress.gov/congressional-record/2022/5/18/daily-digest,,
House,5/18/22,12:00PM,22:59PM,659,x,Adjournment: The House met at 12 p.m. and adjourned at 10:59 p.m.  ,https://www.congress.gov/congressional-record/2022/5/18/daily-digest,,
Senate,5/19/22,10:00,16:06,6:06,x,,https://www.congress.gov/congressional-record/2022/5/19/daily-digest,,
House,5/19/22,9:00,14:05,5:05,x,,https://www.congress.gov/congressional-record/2022/5/19/daily-digest,,
Senate,5/20/22,,,,NS,The Senate was not in session and stands adjourned until 1:45 p.m. on Monday May 23 2022.No committee meetings were held.,https://www.congress.gov/congressional-record/2022/5/20/daily-digest,,
House,5/20/22,09:30AM,09:33AM,3,pf,Adjournment: The House met at 9:30 a.m. and adjourned at 9:33 a.m. ,https://www.congress.gov/congressional-record/2022/5/20/daily-digest,,
Senate,5/23/22,,,,pf,The Senate met at 1:45 p.m. in pro forma session and adjourned at 1:45:35 p.m. until 10 a.m. on Tuesday May 24 2022.No committee meetings were held.,https://www.congress.gov/congressional-record/2022/5/23/daily-digest,,
House,5/23/22,,,,NS,The House was not in session today. The House is scheduled to meet at 10 a.m. on Tuesday May 24 2022.No hearings were held. ,https://www.congress.gov/congressional-record/2022/5/23/daily-digest,,
Senate,5/24/22,10:00AM,21:02PM,662,x,Adjournment: Senate convened at 10 a.m. and adjourned at 9:02 p.m. until 10 a.m. on Wednesday May 25 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/24/daily-digest,,
House,5/24/22,10:00AM,10:02AM,2,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:02 a.m.   ,https://www.congress.gov/congressional-record/2022/5/24/daily-digest,,
Senate,5/25/22,10:00AM,22:17PM,737,x,Adjournment: Senate convened at 10 a.m. and adjourned at 10:17 p.m. until 10 a.m. on Thursday May 26 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/5/25/daily-digest,,
House,5/25/22,,,,NS,The House was not in session today. The House is scheduled to meet at 9 a.m. on Friday May 27 2022. Subcommittee on Conservation and Forestry held a hearing entitled ``Supporting Careers in Conservation: Workforce Training Education and Job Opportunities. Testimony was heard from public witnesses. ,https://www.congress.gov/congressional-record/2022/5/25/daily-digest,,
Senate,5/26/22,,,,NS,The House was not in session today. The House is scheduled to meet at 9 a.m. on Friday May 27 2022.,https://www.congress.gov/congressional-record/2022/5/26/daily-digest,,
House,5/26/22,,,,NS,The House was not in session today. The House is scheduled to meet at 9 a.m. on Friday May 27 2022. Subcommittee on Labor Health and Human Services Education and Related Agencies held a hearing entitled ``Fiscal Year 2023 Public Witness Day. Testimony was heard from public witnesses. ,https://www.congress.gov/congressional-record/2022/5/26/daily-digest,,
Senate,5/27/22,,,,pf,The Senate met at 9:30:03 a.m. in pro forma session and adjourned at 9:30:33 a.m. until 11 a.m. on Tuesday May 31 2022.No committee meetings were held.,https://www.congress.gov/congressional-record/2022/5/27/daily-digest,,
House,5/27/22,09:00AM,09:03AM,3,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:03 a.m. ,https://www.congress.gov/congressional-record/2022/5/27/daily-digest,,
Senate,5/31/22,,,,pf,The Senate met at 11 a.m. in pro forma session and adjourned at 11:01:05 a.m. until 4:30 p.m. on Friday June 3 2022.No committee meetings were held.,https://www.congress.gov/congressional-record/2022/5/31/daily-digest,,
House,5/31/22,11:00AM,11:06AM,6,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:06 a.m. ,https://www.congress.gov/congressional-record/2022/5/31/daily-digest,,
Senate,6/3/22,,,,pf,The Senate met at 4:32:08 p.m. in pro forma session and adjourned at 4:32:50 p.m. until 3 p.m. on Monday June 6 2022.â€“â€“â€“â€“â€“â€“No committee meetings were held.,https://www.congress.gov/congressional-record/2022/6/3/daily-digest,,
House,6/3/22,09:00AM,09:04AM,4,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:04 a.m.  ,https://www.congress.gov/congressional-record/2022/6/3/daily-digest,,
Senate,6/6/22,15:00PM,18:52PM,232,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:52 p.m. until 10 a.m. on Tuesday June 7 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/6/daily-digest,,
House,6/6/22,,,,NS,The House was not in session today. The House is scheduled to meet at 2 p.m. on Tuesday June 7 2022.No hearings were held.,https://www.congress.gov/congressional-record/2022/6/6/daily-digest,,
Senate,6/7/22,10:00,18:59,8:59,x,Days in sessionTime in session,https://www.congress.gov/congressional-record/2022/6/7/daily-digest,,
House,6/7/22,14:00PM,20:26PM,386,x,Adjournment: The House met at 2 p.m. and adjourned at 8:26 p.m.  ,https://www.congress.gov/congressional-record/2022/6/7/daily-digest,,
Senate,6/8/22,10:00AM,18:16PM,496,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:16 p.m. until 10 a.m. on Thursday June 9 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/8/daily-digest,,
House,6/8/22,10:00AM,21:10PM,670,x,Adjournment: The House met at 10 a.m. and adjourned at 9:10 p.m.,https://www.congress.gov/congressional-record/2022/6/8/daily-digest,,
Senate,6/9/22,10:00AM,15:48PM,348,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:48 p.m. until 3 p.m. on Monday June 13 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/9/daily-digest,,
House,6/9/22,09:00AM,13:52PM,292,x,Adjournment: The House met at 9 a.m. and adjourned at 1:52 p.m.,https://www.congress.gov/congressional-record/2022/6/9/daily-digest,,
Senate,6/13/22,15:00PM,18:48PM,228,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:48 p.m. until 11 a.m. on Tuesday June 14 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/13/daily-digest,,
House,6/13/22,12:00PM,22:00PM,600,x,Adjournment: The House met at 12 p.m. and adjourned at 10 p.m.   ,https://www.congress.gov/congressional-record/2022/6/13/daily-digest,,
Senate,6/14/22,11:00AM,18:55PM,475,x,Adjournment: Senate convened at 11 a.m. and adjourned at 6:55 p.m. until 10 a.m. on Wednesday June 15 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/14/daily-digest,,
House,6/14/22,10:00AM,20:33PM,633,x,Adjournment: The House met at 10 a.m. and adjourned at 8:33 p.m.  ,https://www.congress.gov/congressional-record/2022/6/14/daily-digest,,
Senate,6/15/22,10:00AM,19:46PM,586,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:46 p.m. until 10 a.m. on Thursday June 16 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/15/daily-digest,,
House,6/15/22,10:00AM,18:47PM,527,x,Adjournment: The House met at 10 a.m. and adjourned at 6:47 p.m.   ,https://www.congress.gov/congressional-record/2022/6/15/daily-digest,,
Senate,6/16/22,10:00AM,16:22PM,382,x,Adjournment: Senate convened at 10 a.m. and adjourned at 4:22 p.m. until 8:30 a.m. on Friday June 17 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/16/daily-digest,,
House,6/16/22,09:00AM,13:55PM,295,x,Adjournment: The House met at 9 a.m. and adjourned at 1:55 p.m.   ,https://www.congress.gov/congressional-record/2022/6/16/daily-digest,,
Senate,6/17/22,,,,pf,The Senate met at 8:30:32 a.m. in pro forma session and adjourned at 8:31:11 a.m. until 3 p.m. on Tuesday June 21 2022. No committee meetings were held.,https://www.congress.gov/congressional-record/2022/6/17/daily-digest,,
House,6/17/22,13:00PM,13:04PM,4,pf,Adjournment: The House met at 1 p.m. and adjourned at 1:04 p.m. ,https://www.congress.gov/congressional-record/2022/6/17/daily-digest,,
Senate,6/21/22,15:00PM,22:07PM,427,x,Adjournment: Senate convened at 3 p.m. and adjourned at 10:07 p.m. until 11 a.m. on Wednesday June 22 2022. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/21/daily-digest,,
House,6/21/22,12:00,21:06,9:06,x,,https://www.congress.gov/congressional-record/2022/6/21/daily-digest,,
Senate,6/22/22,11:00AM,20:15PM,555,x,Adjournment: Senate convened at 11 a.m. and adjourned at 8:15 p.m. until 10 a.m. on Thursday June 23 2022. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2022/6/22/daily-digest,,
House,6/22/22,10:00AM,20:39PM,639,x,Adjournment: The House met at 10 a.m. and adjourned at 8:39 p.m.  ,https://www.congress.gov/congressional-record/2022/6/22/daily-digest,,
